,title,sentiment
2953,"In addition , the contract includes modification of the effluent treatment plant at Follum .",neutral
2954,In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,positive
2955,"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",neutral
2956,"In his current position , Manty has worked since 1996 .",neutral
2957,"In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results .",neutral
2958,"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",neutral
2959,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",neutral
2960,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,neutral
2961,"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",neutral
2962,"In this way , the industry 's starting point has been the consumers ' needs .",neutral
2963,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",neutral
2964,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",neutral
2965,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",neutral
2966,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral
2967,"Includes company and brand share data by category , as well as distribution channel data .",neutral
2968,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral
2969,"industry in Asia + Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral
2970,"Intellisync Wireless Email from Nokia is a full-featured wireless e-mail solution that connects users to their e-mail , calendar , contacts , notes and task lists while away from the office , according to the company .",neutral
2971,Investment management and investment advisory services are the company 's sole line of business .,neutral
2972,Investments are not disclosed .,neutral
2973,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,neutral
2974,"ISMS does not disclose its financial results , the daily said .",neutral
2975,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral
2976,"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .",positive
2977,It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,neutral
2978,It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .,neutral
2979,"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange .",neutral
2980,"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) .",neutral
2981,It is expected to be online by 2011 .,neutral
2982,"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .",positive
2983,It 's not .,neutral
2984,It was decided that the auditors are reimbursed according to invoice .,neutral
2985,It will report full-year results on August 22 .,neutral
2986,"Its annual capacity is some 10,000 MW .",neutral
2987,"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",positive
2988,Its market share is 6 percent according to AC Nielsen 's 2008 data .,neutral
2989,"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",neutral
2990,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",neutral
2991,"Jeder Beta-Tester erh+Ælt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+¦glichkeit , die finale Version zu beeinflussen .",neutral
2992,"Jobs will not be transferred from Finland , however .",positive
2993,Joint procurement will be later extended to the factories in the Baltic countries .,neutral
2994,"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",neutral
2995,"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .",neutral
2996,Karppinen expects the consolidation trend to continue in the Finnish market .,neutral
2997,Kaupthing forecasts a significant price increase for printing paper in 2007 .,positive
2998,"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",neutral
2999,Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,neutral
3000,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,positive
3001,"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",neutral
3002,Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,neutral
3003,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",neutral
3004,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",neutral
3005,"L+Ænnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral
3006,"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",neutral
3007,"Later on , about 150 Finnish-made houses will be build in the area .",neutral
3008,Lemmink+Æinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral
3009,"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral
3010,"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",neutral
3011,"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .",neutral
3012,( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),neutral
3013,"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .",neutral
3014,"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",positive
3015,"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",positive
3016,"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",neutral
3017,"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",positive
3018,( The acquisition sum has not been disclosed . ),neutral
3019,"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",neutral
3020,"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .",neutral
3021,"MANAVIGATOR-November 1 , 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ) .",neutral
3022,"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",neutral
3023,Market data and analytics are derived from primary and secondary research .,neutral
3024,"Martela said plans to expand its recycled furniture business elsewhere in Finland , too .",positive
3025,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",neutral
3026,"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .",neutral
3027,"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",neutral
3028,Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,neutral
3029,"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",negative
3030,"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",neutral
3031,Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 .,neutral
3032,"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",neutral
3033,"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",positive
3034,Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,neutral
3035,"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral
3036,"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",neutral
3037,"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+Æliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",neutral
3038,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral
3039,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative
3040,ND = Not disclosed .,neutral
3041,Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral
3042,Neither of the companies use genetically engineered soy at the moment .,neutral
3043,"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",neutral
3044,"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .",neutral
3045,New Novator products are supposed to be exported .,neutral
3046,New product launches in Finland will more than double from 2005 .,positive
3047,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral
3048,No changes in media activity were seen in October compared with September .,neutral
3049,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral
3050,No financial detail were available .,neutral
3051,No financial details were revealed .,neutral
3052,No financial information was provided .,neutral
3053,No other ev3 devices were involved in this action .,neutral
3054,Nokia is also negotiating the product portfolio of the new company .,neutral
3055,"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",neutral
3056,Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,neutral
3057,Nordea was the cheapest also for a couple in their 30s with debt .,neutral
3058,"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -_ 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia .",neutral
3059,"Nordstjernan will make the offer in approximately one month , in September 2007 .",neutral
3060,Number of offers received for this contract is two .,neutral
3061,NWC ANALYSIS :,neutral
3062,Odell has not contacted the State of Finland in this issue .,neutral
3063,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",neutral
3064,Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral
3065,Okmetic revised its 2010 financial outlook based on its order book .,neutral
3066,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",neutral
3067,"On the other hand , Montevideo said that having the two mills working in the area will generate jobs .",positive
3068,"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .",positive
3069,"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",neutral
3070,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral
3071,"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",neutral
3072,"Originally posted to the PCMag.com security blog , Security Watch .",neutral
3073,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,neutral
3074,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral
3075,Other details were not provided .,neutral
3076,"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .",neutral
3077,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",neutral
3078,"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",neutral
3079,Panostaja did not disclose the purchase price .,neutral
3080,Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,neutral
3081,Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,neutral
3082,Philips was not available to comment on the report .,neutral
3083,Pohjola and cooperative banks have continued to combine their branch office network .,neutral
3084,Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,neutral
3085,Ponsse will divide its sales and maintenance service network into six geographical areas .,neutral
3086,"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",neutral
3087,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",neutral
3088,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",neutral
3089,"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",neutral
3090,"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",neutral
3091,"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",neutral
3092,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",neutral
3093,"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",neutral
3095,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral
3096,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",neutral
3097,Protalix is developing genetically engineered proteins from plant cells .,neutral
3098,"Purchase it for the 12MP snapper , if nothing else .",neutral
3099,R&D Loan ) .,neutral
3100,Radiation and today is a full service house expert in radiation and nuclear safety issues .,neutral
3101,Raisio is the site of the main production plants as well as company headquarters .,neutral
3102,Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral
3103,"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",neutral
3104,Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,neutral
3105,"Retail chain Suomen L+Æhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral
3106,"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition .",neutral
3107,RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,neutral
3108,"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral
3109,"s business sectors are building construction , infrastructure construction and technical building services .",neutral
3110,Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,neutral
3111,"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",neutral
3112,SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,neutral
3113,"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .",neutral
3114,Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral
3115,Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,neutral
3116,"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral
3117,"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral
3118,services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,positive
3119,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",neutral
3120,"Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development .",neutral
3121,"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",neutral
3122,Singapore in May 2011 1 July 2010 - Finnish air carrier Finnair Oyj ( HEL : FIA1S ) said today it will open a daily route to Singapore on 30 May 2011 as part of its growth strategy in Asia .,positive
3123,"So far as is known , he did not sell shares that he owns personally .",neutral
3124,Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,neutral
3125,"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",neutral
3126,Some of the lay-offs will be implemented using part-time employment contracts .,neutral
3127,"Sonoco Products Co. , a U.S. packaging company , said Friday it bought the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own .",neutral
3128,"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",neutral
3129,"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .",positive
3130,Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral
3131,"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",neutral
3132,"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .",positive
3133,"Stora Enso has also had meetings with the labor authorities , Employment and Economic Development Centres and representatives of the government in order to find solutions .",neutral
3134,"Stora Enso Oyj , the largest papermaker , in October said it would close four mills .",negative
3135,"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral
3136,Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,neutral
3137,"Swiss bank Credit Suisse International will act as an investor in the locomotive manufacturing plant , the Astana administration said .",neutral
3138,"Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 .",neutral
3139,Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,neutral
3140,"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral
3141,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral
3142,Technopolis has approximately 130 customer companies in Jyvaskyla .,neutral
3143,"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",neutral
3144,"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral
3145,"Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .",neutral
3146,"TeliaSonera s subsidiary , the mobile operator EMT in Estonia , has created a world s first mobile identification service which makes it possible to vote via a mobile phone .",neutral
3147,TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .,positive
3148,"Temporary lay-offs , affecting the entire workforce , will also be implemented .",negative
3149,"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .",neutral
3150,Terms of the acquisition were not disclosed .,neutral
3151,Terms were not disclosed .,neutral
3152,"Thanks to the development of a system that enables it to trace the origin of all the palm oil that it uses , it knows exactly where and how its palm oil has been produced .",neutral
3153,"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",neutral
3154,"The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .",neutral
3155,"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral
3156,The acquisition is expected to take place by the end of August 2007 .,neutral
3157,The acquisition of AVC Systemhaus and the majority stake in Cableway will increase the number of Teleste personnel by 250 .,neutral
3158,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",neutral
3159,"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",neutral
3160,"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",neutral
3161,"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",neutral
3162,"The Apple Inc. iPhone wo n't change the game plan for Verizon Communications Inc. , Chief Executive Ivan Seidenberg said Wednesday .",neutral
3163,"The approximately 20,000 dwt vessel has been ordered from India .",neutral
3164,The arrangements do not apply to the group 's units outside Finland .,neutral
3165,"The Bank of +_land acquired the private banking business , asset management , and share brokerage business of Kaupthing Sweden in early 2009 .",neutral
3166,"The Bank of Tokyo-Mitsubishi UFJ , Ltd acted as agent for the loan .",neutral
3167,The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral
3168,"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral
3169,The bond has a value of EUR150m and a maturity of 4 years .,neutral
3170,The bridge will be built to the south of the existing bridge spanning the strait .,neutral
3171,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",neutral
3172,"The business goals for 2009 will realize with the temporary lay-offs carried out in the summer of 2009 , and with other savings measures .",neutral
3173,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral
3174,"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",neutral
3175,"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral
3176,"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",neutral
3177,"The city will invite , however , a public procurement tender for the tailor-made public furniture , such as park benches , litter receptacles , public toilets , as well as bus shelters , street lights , and other .",neutral
3178,The combined value of the orders is almost EUR 3mn .,neutral
3179,The combined value of the orders is EUR 45mn .,neutral
3180,The combined value of the planned investments is about EUR 30mn .,neutral
3181,The companies aim to close the deal before the end of the year .,neutral
3182,The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,neutral
3183,"The company can not give up palm oil altogether , however .",neutral
3184,The company did not disclose the price of the acquisition .,neutral
3185,The company distributes Hiab 's products as well as other products .,neutral
3186,The company does not at present hold any of its own shares .,neutral
3187,The company does not disclose the sum it applied for .,neutral
3188,The company expects meat purchases to remain at about 8mn kilos in 2011 .,neutral
3189,The company expects to open its first online shop in the US in the summer in 2011 .,neutral
3190,"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",neutral
3191,"The company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 .",neutral
3192,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral
3193,The company may at any time have in its possession one tenth of all its shares at the maximum .,neutral
3194,The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,neutral
3195,"The company operates worldwide and employs in total approximately 47,000 persons .",neutral
3196,The company reiterates its outlook for 2009 .,neutral
3197,"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .",neutral
3198,The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 .,neutral
3199,The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,neutral
3200,The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,neutral
3201,The company 's model is based on developer contracting construction projects and customer focused project management .,neutral
3202,The company said that the results of the third quarter do not include non-recurring items .,neutral
3203,The company says the measures are no longer needed .,neutral
3204,"The Company serves approximately 3,000 customers in over 100 countries .",neutral
3205,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral
3207,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",neutral
3208,"The company will also shut one paper machine in Finland and one in Austria , as well as two label paper machines in Finland for up to 10 months , Helsinki-based UPM said yesterday .",neutral
3209,"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral
3210,The company will issue an inaugural Eurobond deal in the near future subject to market conditions .,neutral
3211,The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral
3212,The compnay also said that it would lower the price of development projects by about one third compared with last November .,neutral
3213,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,neutral
3214,"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",neutral
3215,"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",neutral
3216,"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral
3217,The contract has been allotted as per lowest price criteria .,neutral
3218,"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral
3219,"The contract includes software licences , application maintenance and training .",neutral
3220,"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral
3221,The contract is for next year .,neutral
3222,The contract will take effect in 2009 for a five or ten year period .,neutral
